"lon","lat","unc"
-121.845116,36.622121,4
-118.532892,34.51902,5
-97.79972,30.61064,5
-121.957014,37.192821,NA
-121.740874,36.824244,4
-121.300492,36.730439,NA
-117.086337,32.737594,13
-118.759982,34.116054,486
-118.874587,34.038473,NA
-98.393541,29.605526,7
-118.575462,34.084797,4
-121.94348,37.913858,NA
-116.988572,32.785788,4
-117.128207,32.605885,9
-121.816897,37.506819,NA
-121.403747,36.750728,NA
-97.796278,30.25005,196
-98.439587,30.878831,542
-106.333982,31.76555,6
-118.966367,34.154011,5
-116.666262,32.743733,6
-118.61117,34.27477,1
-97.757358,30.418058,NA
-116.830555,32.682604,196
-117.661972,33.54838,8
-97.97097,29.85683,5
-121.369248,37.165011,830
-117.245074,32.672637,4
-121.671378,36.587453,4
-117.108549,32.630123,4
-98.815276,29.884628,7
-117.598882,33.578478,NA
-122.493005,37.970152,8
-116.830455,32.682869,98
-97.737183,32.249356,NA
-97.648563,30.51537,NA
-121.670997,36.58722,4
-117.118369,32.722308,5
-117.09903,34.044655,NA
-121.93336,37.911893,7
-117.087396,32.737078,119
-97.663348,30.541672,15
-116.972563,32.977428,4
-116.761589,32.822767,4
-122.128438,37.983992,208
-97.646515,30.51564,NA
-97.798408,30.607556,4
-121.801087,39.812261,4
-116.96508,32.977592,50
-97.623015,30.548794,194
-118.966027,34.15401,4
-98.074287,29.665232,NA
-121.002327,39.312396,NA
-116.965561,32.677264,NA
-118.579217,34.0897,3
-117.066389,32.826604,NA
-117.29908,33.50573,4
-118.42821,33.966411,295
-117.051072,32.818388,12
-118.207822,34.193769,195
-121.798678,39.810144,NA
-117.819817,34.065647,10
-118.166977,34.141434,22
-117.162135,33.641699,76
-117.051013,32.818461,4
-117.271928,34.03237,NA
-121.94352,37.914133,NA
-116.877445,32.91186,NA
-118.576999,34.087798,2
-117.076308,32.822495,4
-117.204567,33.108514,18
-119.785625,34.547672,NA
-117.299797,33.09232,5
-116.940033,32.727378,4
-117.038992,32.837647,1
-117.31357,34.188912,10
-118.163155,34.098595,41
-122.393096,37.71428,4
-118.577195,34.088122,3
-118.53267,34.518722,5
-117.064842,32.842517,3
-118.174949,34.112842,49
-116.771295,32.997812,4
-117.016026,33.015361,5
-117.078064,32.719944,5
-117.945458,34.117033,427
-117.205721,33.591737,127
-117.085472,32.739803,4
-117.085472,32.7398,4
-119.10429,34.09818,NA
-117.076303,32.822522,5
-119.1235,34.10946,NA
-117.028939,32.749825,5
-117.078392,32.719928,4
-118.875463,34.213615,10
-117.890665,34.030417,NA
-98.165907,31.324928,NA
-110.856506,32.274298,9
-98.165907,31.324928,4
-98.165907,31.324928,NA
-98.165907,31.324928,NA
-97.947875,29.639375,4
-117.301413,33.294278,6
-117.30507,33.288508,6
-117.82152,33.566242,1
-117.821517,33.566242,NA
-117.075631,32.821992,4
-117.206642,34.031124,NA
-99.4525,30.05278,NA
-98.349444,29.80472,NA
-99.143611,30.02972,NA
-117.821714,33.566231,1
-117.821517,33.566243,NA
-117.820381,33.566722,1
-116.91667,33.85833,NA
-111.705519,32.938415,7
-112.785958,33.936622,6
-120.913038,35.77007,28
-117.219047,32.927137,7
-117.060425,32.7923,4
-117.120572,32.730658,NA
-116.955611,32.731514,4
-119.510515,34.387256,164
-118.591285,34.286668,NA
-119.510255,34.387326,164
-118.96622,34.154107,5
-118.651336,34.226418,NA
-120.28093,35.40308,4
-118.212713,34.1946,4
-119.512533,34.387566,8
-117.821545,33.566238,NA
-118.98632,34.182125,4
-117.179212,32.785828,59
-117.190881,32.855453,26
-117.156161,33.127168,9
-117.278045,33.169025,543
-118.576645,34.34947,6
-118.519188,33.45937,106
-118.232788,34.080307,NA
-118.273854,34.184197,18
-118.561948,34.162177,NA
-118.827553,36.496095,4
-107.613633,32.186445,12
-121.816983,37.506856,NA
-118.44407,33.970636,24
-106.282295,32.067718,NA
-105.965487,32.939562,4
-118.04644,34.002958,NA
-118.52095,34.52755,35
-118.512598,34.086744,4
-122.291556,37.476553,5
-122.282021,37.483685,59
-121.943558,37.91405,7
-119.197012,34.293275,NA
-122.239487,37.896245,4
-122.363709,37.530666,NA
-118.71717,34.122017,4
-116.916667,33.858333,NA
-118.813704,34.101421,8
-120.13156,37.497868,NA
-118.566147,34.154725,8
-118.666341,34.574171,2
-120.84512,37.172334,4
-120.894949,37.17075,3
-122.134533,37.606906,NA
-112.694778,33.932792,4
-111.76123,34.79532,14
-116.748556,32.994606,NA
-116.548089,33.752839,NA
-117.058355,32.817856,100
-116.872156,32.729944,NA
-116.939422,32.727561,4
-121.902993,36.405574,4
-98.479766,29.611971,9
-118.905172,34.073495,4
-116.377572,33.252403,7
-117.260905,32.969099,35
-117.202093,32.965811,NA
-118.90739,34.06757,22
-98.587084,29.776792,6
-98.55454,29.604733,8
-118.488771,32.900641,NA
-97.773803,30.273887,6
-122.100114,38.500563,8
-97.728152,30.387755,521
-111.595371,33.44598,4
-117.040078,32.788033,4
-116.540332,33.041907,NA
-117.037748,32.786251,74
-117.882755,34.182537,4
-98.174144,30.430985,58
-117.784847,33.550398,4
-116.890668,32.912082,7
-117.204597,33.090022,3
-116.667113,32.744488,3
-117.177917,33.113456,4
-119.87743,34.419174,9
-121.236245,37.473967,NA
-118.311508,34.127045,4
-122.428825,38.859588,11
-117.212391,32.863443,22
-112.496383,33.586962,5
-117.037192,32.845781,4
-112.497947,33.603203,7
-118.912558,34.074103,4
-98.574257,29.621569,3
-117.789467,33.554597,4
-98.439865,29.633037,37
-117.143044,33.085792,3
-121.415276,37.16133,NA
-117.074944,32.899925,6
-117.211945,33.101608,4
-118.409667,34.123364,4
-117.195656,32.810244,6
-120.768293,36.789363,NA
-117.727564,34.143336,NA
-117.323559,34.186646,4
-116.535688,32.982653,NA
-120.655167,35.152308,4
-121.479767,37.017145,4
-117.184722,33.111453,5
-117.023628,33.016808,3
-117.078323,32.823315,4
-122.428803,38.859578,3
-97.806282,30.494295,NA
-111.595252,33.446007,4
-99.077776,30.018771,48
-117.81265,33.573499,60
-98.166605,30.46493,244
-117.035164,32.837879,901
-118.912715,34.071853,4
-117.449033,34.197799,51
-117.726836,34.137283,15
-118.409788,34.124133,4
-118.914677,34.067582,NA
-118.10105,34.18881,NA
-118.409661,34.123344,4
-122.548667,38.453036,NA
-117.19817,32.83108,10
-117.274017,33.011433,4
-122.579706,38.127339,NA
-97.718575,30.807661,NA
-118.409636,34.123383,4
-100.605539,30.856717,8
-117.887313,33.653612,5
-117.125851,32.565226,15
-117.816232,33.656827,31
-98.049561,30.660128,31
-100.332467,29.819658,31
-117.282683,33.071045,3
-117.22235,33.086892,3
-98.469168,30.790462,7
-111.595357,33.445999,3
-98.467984,29.653974,6
-117.946922,34.12022,20
-117.114691,33.077407,3
-121.742067,36.581283,4
-117.219772,33.088111,3
-117.07563,32.822045,3
-118.755164,34.079406,11
-118.471528,34.175847,4
-116.955794,32.731619,4
-122.286773,37.469026,5
-116.988525,32.786122,4
-98.59172,29.578313,NA
-117.065033,32.842469,4
-98.56446,29.557438,NA
-117.800462,33.936517,4
-121.924856,36.527386,4
-122.545692,40.645455,4
-117.118255,32.721747,4
-118.409606,34.123386,17
-117.199287,33.102939,3
-117.200797,33.094936,3
-122.285514,37.470544,5
-117.172295,33.110583,4
-121.19908,36.505128,9
-100.307299,29.799224,19
-117.757103,33.595487,4
-113.173142,37.199763,4
-117.314111,34.189061,16
-122.720772,48.600436,54
-116.940139,32.727781,4
-117.074783,32.834983,4
-117.077658,32.720488,4
-116.667122,32.7453,5
-118.919363,34.104225,4
-98.588638,29.579295,NA
-118.54895,34.336258,8
-110.717675,32.339548,395
-117.81098,34.078995,10
-121.695922,36.615772,4
-97.820023,30.557346,9
-121.674562,36.591553,4
-118.797689,36.524661,NA
-119.95919,37.498794,6
-117.045205,32.838027,9
-118.568078,34.105853,4
-116.731381,32.834928,7
-118.830247,36.491917,8
-119.310262,34.366569,117
-97.761189,30.413846,NA
-121.99453,37.927339,107
-121.189812,38.657547,4
-98.596183,29.589038,NA
-117.151803,33.078728,3
-110.79549,32.243272,65
-116.957778,33.003758,6
-122.183206,37.308269,10
-117.718283,34.117108,6
-118.984003,36.863942,9
-119.733602,34.001074,395
-118.899933,34.21753,69
-97.461218,31.753495,27
-120.691467,35.377362,11
-121.654922,37.179428,15
-117.075469,32.821962,4
-110.723293,32.182506,12
-117.618653,33.795638,10
-117.408242,33.687163,20
-121.674082,36.800052,4
-121.9436,37.914068,NA
-117.319717,33.945847,4
-120.004632,37.384782,NA
-118.272575,34.187378,4
-118.907481,34.065916,NA
-117.27877,33.173845,3
-119.015793,34.07802,601
-121.813421,37.524502,1000
-121.760988,36.644988,NA
-116.909094,32.852018,NA
-121.76915,36.652263,3
-98.591995,29.589817,NA
-117.788163,33.590184,195
-118.195533,34.089114,5
-119.036567,34.178062,4
-117.19419,32.81453,10
-122.278733,37.468433,24
-118.309536,34.096206,5
-120.700204,35.196307,6
-119.76741,37.192974,12
-117.290861,33.533061,5
-118.062278,34.172524,20
-117.231063,33.092575,3
-117.788163,33.590184,195
-118.551467,32.996047,5
-122.242478,37.503821,4
-118.171347,34.212075,11
-117.246582,33.154419,NA
-117.788163,33.590184,195
-117.788163,33.590184,195
-117.856886,33.583983,NA
-117.25344,33.562084,65
-106.350514,31.767758,3
-117.028642,32.579603,3
-117.2535,33.560722,30
-116.947667,32.722509,82
-122.280629,37.468753,75
-121.463937,36.785867,4
-117.0606,32.792162,3
-122.2546,37.908545,3
-117.29092,33.533029,4
-122.279509,37.465818,4
-117.606363,33.796117,3
-117.220222,33.082611,4
-119.94292,37.514253,NA
-116.6464,32.89625,600
-121.776071,36.654585,7
-117.028205,32.749763,4
-98.114086,29.680074,4
-98.587188,29.558183,NA
-121.799749,36.646961,4
-116.6464,32.89625,600
-116.939537,32.727562,3
-122.06698,37.282419,NA
-118.014527,33.990833,50
-118.883278,34.175031,6
-121.186034,36.460621,NA
-116.956245,33.001286,4
-116.6464,32.89625,600
-117.212355,33.102775,4
-110.654397,32.228845,5
-117.232528,32.839638,3
-117.273737,33.978112,4
-117.309662,33.933158,4
-119.299536,34.451616,NA
-117.075942,32.899953,4
-122.539319,38.45425,NA
-115.262575,36.336858,191
-118.74298,34.71866,5
-119.05637,34.44811,7
-117.102636,32.917408,NA
-118.188453,34.07397,9
-117.144377,33.543893,14
-121.877945,36.600283,5
-122.331995,37.186895,5
-121.461495,36.111497,13
-121.779669,36.456951,5
-121.779134,36.457459,9
-121.771308,36.244408,4
-100.328334,29.831064,30
-111.813172,33.875758,4
-119.957753,37.494658,NA
-119.76338,34.45878,NA
-121.92682,37.229723,5
-121.370454,37.418653,6
-120.432487,35.261313,4
-120.559672,35.529211,NA
-120.662262,35.637638,6
-117.254288,32.953603,3
-117.060744,32.79192,4
-118.167676,34.142609,15
-122.520294,38.434328,NA
-122.522968,38.434153,NA
-119.1972,34.290377,9
-118.868758,34.096486,4
-118.381423,33.743672,204
-118.863418,34.177535,5
-118.384645,33.800694,5
-122.489598,38.406535,48
-118.957049,34.146928,NA
-117.25819,32.92759,NA
-117.194595,33.094414,4
-117.096322,32.817275,182
-116.799021,32.746085,5
-117.180289,34.016741,165
-118.232288,34.084015,4
-118.540639,34.555394,NA
-102.377463,31.825747,24
-118.293153,34.146095,6
-121.949794,37.914769,26
-117.723583,34.129947,3
-121.748208,37.387703,11
-118.349407,34.300288,7
-117.194077,33.600696,24
-122.279094,37.479522,NA
-118.877096,36.540227,7
-121.86953,37.465653,NA
-122.303956,37.505233,11
-117.324203,34.186753,6
-120.661599,35.261492,NA
-97.84812,29.98824,NA
-119.87743,34.419174,NA
-119.291335,34.446051,NA
-117.250788,32.975351,7
-119.553786,34.43466,361
-117.594397,33.608825,4
-98.073148,30.617647,198
-111.443978,32.881517,NA
-111.443778,32.881336,NA
-122.175641,38.033597,9
-118.306953,34.214817,6
-118.305493,34.212406,1
-97.705211,30.406911,NA
-122.364228,38.647694,NA
-119.648693,35.069006,15
-118.320009,34.271972,2
-118.499167,34.365278,100
-117.958333,34.154722,100
-118.02621,33.68283,NA
-97.729063,30.50068,4
-98.566162,29.57329,NA
-117.202044,33.592238,5
-120.23291,34.480219,4
-120.975339,39.051388,7
-98.452086,29.340892,8
-117.655983,33.744908,8
-117.227975,33.0911,3
-117.204405,33.103336,3
-117.061103,32.792275,6
-117.193205,33.14002,5
-122.278951,37.462954,86
-117.39724,33.456777,5
-117.347108,33.599325,5
-98.57602,29.563997,NA
-117.161492,33.109528,4
-116.879261,32.621532,24
-116.664368,32.964005,31
-117.655913,33.744862,12
-121.44708,37.064045,242
-117.656167,33.745013,16
-116.955812,32.73162,4
-117.074949,32.835332,NA
-116.591872,33.039078,4
-117.223213,33.083589,4
-121.763568,36.480864,267
-98.629982,29.552135,NA
-116.884386,32.634829,65
-118.822049,34.130437,22
-117.143805,33.085603,3
-117.231903,33.0952,5
-122.285364,37.471089,NA
-118.253261,34.249306,NA
-117.211905,33.101956,13
-118.388253,34.450237,5
-117.346864,33.599521,5
-117.351403,33.604047,80
-117.559117,33.544429,8
-122.506645,37.847858,5
-117.347383,33.599291,282
-117.074875,32.83538,3
-117.246063,33.137164,3
-121.755226,36.484829,133
-122.479518,37.800008,120
-118.58474,34.59409,5
-117.042945,34.087398,14
-119.030305,34.086672,NA
-117.845866,33.904204,11
-117.06806,34.07664,9
-120.511533,35.627453,5
-122.624532,37.912635,NA
-118.828069,34.083215,110
-117.119904,34.004198,4
-121.784125,36.797878,5
-121.78402,36.798562,5
-121.181585,36.481437,NA
-121.113757,35.830868,34
-121.784042,36.798078,5
-122.720698,48.600952,7
-119.103183,34.103133,NA
-99.012642,30.202406,35
-120.65301,35.316182,8
-120.34524,34.839473,607
-119.502558,34.386083,35
-118.514815,34.058583,133
-118.208852,34.214795,5
-117.657133,33.689442,5
-122.257775,37.947492,32
-118.705065,34.101918,311
-121.504547,37.424725,6
-121.793798,37.399333,31
-118.566138,34.156517,9
-122.618133,37.905572,12
-118.42661,32.869413,6
-118.38226,32.839401,4
-122.225842,37.500211,7
-117.122616,32.777032,4
-118.757596,34.242792,4
-112.694763,33.932797,4
-117.851302,34.122722,55
-117.601643,33.469121,7
-117.212463,33.102725,3
-117.138792,32.776275,NA
-98.590447,29.585622,NA
-117.246772,33.118195,4
-117.595967,33.901414,9
-120.423278,34.678337,4
-117.139503,32.72598,4
-117.798223,33.634533,14
-122.8938,48.750975,5
-116.968379,32.982834,NA
-123.368957,39.271001,560
-117.044175,32.846183,6
-117.746544,33.988639,77
-97.809333,30.54512,4
-121.899688,37.15915,42
-121.921108,37.876738,NA
-116.999722,34.019829,197
-117.931326,33.983657,4
-117.815836,33.640553,2
-121.753468,36.637373,4
-116.842688,33.685958,3
-118.49638,34.59369,6
-120.709197,35.262488,4
-97.770444,30.5086,NA
-117.071251,33.076248,46
-117.213905,32.929005,4
-119.034853,34.17867,3
-121.789888,36.447547,106
-100.336895,29.860811,9
-117.623888,33.676388,NA
-121.182237,36.481912,9
-117.404164,33.974714,NA
-117.404168,33.974741,3
-117.404239,33.974496,2
-121.76263,36.459266,14
-121.790579,36.443069,8
-121.769589,36.461955,7
-121.758508,36.453908,6
-121.791203,36.44282,8
-121.790872,36.442192,8
-121.762111,36.452815,13
-121.75679,36.454905,9
-121.760586,36.457473,7
-121.761891,36.457278,12
-116.52761,32.974333,NA
-112.695113,33.931412,5
-117.129344,32.623348,6
-97.750929,30.726633,8
-112.146709,33.839433,51
-97.876717,30.179405,4
-111.963837,33.881213,84
-99.23311,30.740199,4
-121.714059,36.207703,3
-117.329634,33.699566,9
-121.685369,36.387722,3
-121.795119,36.479129,8
-121.835086,36.495951,24
-120.660273,35.259748,NA
-122.287421,38.840586,NA
-122.290198,38.839248,NA
-122.288461,38.841822,NA
-122.302947,38.904801,NA
-121.6773,37.324646,6
-117.597611,33.840038,4
-112.139839,33.93803,5
-122.125533,38.159292,4
-117.891312,33.649197,4
-117.852058,33.581281,8
-98.882417,30.467722,4
-117.639273,33.476355,7
-97.860118,30.301966,5
-117.883651,33.642483,4
-117.797367,33.813145,NA
-117.796383,33.812233,NA
-121.809551,36.453798,42
-121.796561,36.486811,38
-121.788296,36.48266,10
-121.791442,36.475131,10
-118.966033,34.134414,6
-119.686692,34.018511,446
-117.582347,33.431769,6
-98.227763,29.741926,128
-112.677689,33.915006,4
-98.426034,30.104018,20
-117.402162,33.530567,80
-97.466912,31.198083,8
-117.606163,33.842942,6
-99.779009,30.508849,321
-98.608545,29.519697,23
-111.477178,33.464008,NA
-113.300591,33.593343,4
-117.94252,33.8993,5
-117.88482,33.630658,10
-117.328956,33.146554,NA
-117.244956,32.672427,1
-98.53453,29.55015,6
-117.227636,33.073566,22
-98.479051,29.599842,65
-119.592346,34.456941,4
-118.5447,34.138186,5
-98.833947,29.972587,4
-99.759383,32.415992,6
-98.641483,29.569816,65
-120.97462,38.672313,41
-120.668472,35.640267,4
-122.511224,38.443962,NA
-117.328212,33.146253,NA
-118.627671,34.492623,18
-112.686514,33.925266,4
-117.707612,33.695392,NA
-116.99808,32.845395,NA
-98.637528,29.869278,4
-117.079223,32.822578,NA
-116.899001,32.882575,4
-119.636331,34.460407,9
-119.602055,34.456257,7
-117.726805,33.790578,24
-118.51732,34.30777,9
-117.726867,33.79063,48
-119.59732,34.457148,4
-98.230057,29.656214,65
-98.475642,29.596071,10
-117.022767,34.098842,6
-98.47021,29.605999,132
-98.475315,29.596396,43
-117.707937,33.697354,NA
-119.635161,34.459044,30
-119.615722,34.456119,5
-119.594445,34.457695,5
-119.593908,34.458457,5
-119.599481,34.456441,5
-119.605163,34.454564,10
-119.593,34.45734,5
-119.598679,34.456651,5
-119.621478,34.457043,3
-119.622282,34.45663,13
-119.625644,34.45765,6
-119.637558,34.460365,4
-119.631735,34.458359,9
-119.618888,34.457201,4
-119.617648,34.457315,9
-119.624026,34.458576,3
-119.627912,34.457797,7
-119.616179,34.456296,3
-119.628196,34.457383,136
-119.633546,34.458439,9
-97.899664,30.505669,5
-98.63006,29.578825,10
-119.706291,34.469943,4
-117.020268,32.855978,NA
-122.350556,38.826497,4
-117.076865,32.822353,NA
-117.044362,32.78844,NA
-117.035792,32.806473,804
-117.036744,32.788313,5
-122.510852,38.443945,NA
-105.943175,32.959013,4
-117.600395,33.83722,65
-117.645813,33.574488,5
-97.730517,30.498264,NA
-97.726754,30.501299,NA
-97.646157,30.264833,NA
-117.750753,33.885726,330
-97.366042,30.672722,NA
-110.916321,32.275156,NA
-117.307835,33.14026,NA
-98.392315,29.606406,4
-97.843529,30.20615,65
-98.124961,29.720822,8
-117.037132,32.846012,NA
-117.2286,32.86958,NA
-117.68797,33.77317,NA
-118.400121,34.267767,16
-98.481115,29.461127,8
-98.704537,30.572675,9
-97.729028,30.500758,4
-117.584541,33.66655,199
-122.508915,38.445142,8
-118.354317,33.741589,145
-118.825333,35.478733,20
-98.48117,29.461124,8
-98.481103,29.461082,3
-98.542736,29.820198,32
-103.198972,30.717285,8
-97.726513,30.501297,NA
-119.701907,34.471253,4
-98.481194,29.461108,65
-98.563782,29.569853,NA
-117.216437,33.083247,NA
-97.864272,29.857091,5
-98.660682,29.75193,65
-122.504892,38.448394,NA
-97.745056,30.373413,65
-97.745056,30.373413,65
-122.516253,38.464504,NA
-118.618863,34.489937,5
-97.290016,30.092845,24
-98.098389,30.025086,17
-116.982855,34.06435,76
-117.033592,33.084712,14
-117.668671,33.729147,10
-103.522298,29.137536,122
-119.699171,34.49585,8
-119.695221,34.469489,5
-103.608024,30.305284,15
-119.694711,34.47168,5
-119.69436,34.472002,6
-98.669693,29.540781,65
-97.720178,30.674411,NA
-119.696634,34.478136,10
-103.597603,30.296447,8
-97.646025,30.235593,NA
-119.698837,34.471937,8
-119.69995,34.472298,4
-117.353025,33.19965,NA
-119.697816,34.471082,5
-119.695069,34.471293,5
-98.59581,29.596788,NA
-97.728143,30.500018,NA
-119.694351,34.470151,3
-119.697581,34.47991,5
-119.302829,34.465803,6
-119.301649,34.465797,3
-119.28602,34.51493,5
-119.309601,34.465061,3
-119.696169,34.478931,22
-119.695304,34.471672,7
-106.909912,34.06103,100
-98.73703,29.78438,9
-119.693808,34.471584,5
-103.199001,30.717675,8
-119.69736,34.482297,10
-121.34994,37.42881,NA
-121.660625,37.340475,NA
-119.696972,34.468894,4
-98.766785,30.222834,65
-119.694786,34.469714,3
-119.695379,34.471584,8
-119.695867,34.469056,4
-119.695037,34.471148,6
-119.694967,34.472208,6
-117.113792,33.076642,NA
-119.694638,34.471807,5
-119.69768,34.468862,5
-122.508668,38.456479,47
-119.284076,34.514733,5
-119.30208,34.466217,8
-119.694529,34.47049,5
-119.295679,34.459004,5
-119.298856,34.461881,3
-98.49173,29.876722,4
-99.428499,29.795562,9
-119.305915,34.524109,65
-119.299114,34.461305,5
-119.292372,34.517016,10
-119.295491,34.520087,5
-119.704674,34.470842,8
-102.66973,30.88074,15
-119.694771,34.471876,3
-119.694224,34.469933,5
-119.697147,34.470813,5
-98.111694,29.677967,4
-100.325243,29.870717,6
-119.694577,34.470854,4
-103.662152,30.994682,14
-119.695012,34.472492,4
-119.697736,34.47015,7
-119.301305,34.463892,3
-98.668449,29.541067,65
-119.290258,34.458765,50
-119.292153,34.459118,5
-119.307445,34.465687,6
-119.30045,34.46286,5
-119.295632,34.460286,4
-117.708162,33.69535,5
-100.10533,29.436313,4
-117.021881,32.67385,NA
-98.481437,29.461857,13
-98.97358,29.19703,4
-119.64934,34.461384,6
-119.285736,34.515028,5
-117.245575,33.031661,4
-117.123414,32.796937,13
-98.393954,29.604441,9
-119.65049,34.460544,50
-102.091522,30.870578,NA
-110.654305,32.22885,5
-119.28712,34.515479,5
-117.082569,32.787964,4
-98.818641,29.884398,9
-98.110253,29.67717,4
-97.471053,31.067833,12
-119.645891,34.460769,3
-98.47853,29.870828,12
-102.548437,30.860323,15
-100.907472,29.510837,150
-122.501351,38.456088,NA
-119.643393,34.461117,5
-98.823445,30.492861,82
-97.981117,29.84503,5
-97.468558,31.087911,12
-98.481139,29.461425,4
-98.482246,29.462111,21
-98.352106,29.689239,NA
-98.481129,29.461038,65
-117.75258,33.796344,194
-103.19923,30.71744,31
-117.29242,34.029797,4
-119.623975,34.458201,5
-119.698678,34.47118,4
-97.699356,31.888736,NA
-122.500621,38.452808,NA
-98.120008,30.553719,65
-119.697883,34.46855,5
-119.697359,34.479407,3
-122.999978,38.298558,5
-102.580251,30.959208,7
-119.738314,34.552858,10
-117.597113,33.839897,26
-119.694904,34.481166,65
-119.645674,34.460741,5
-119.699646,34.471363,13
-117.133752,32.988106,8
-98.571916,29.490823,7
-111.660181,33.545657,NA
-119.622125,34.456614,5
-97.728336,31.409007,4
-98.369784,30.523146,65
-98.48148,29.461709,56
-121.784198,37.847007,817
-119.221189,34.514357,8
-118.206042,34.085123,79
-119.222978,34.528745,8
-122.513428,38.443567,5
-117.077506,32.822964,NA
-117.036363,32.846828,NA
-116.922472,32.63334,NA
-116.930907,32.626825,NA
-117.228392,33.062321,22
-116.980775,32.847888,NA
-117.079308,33.050129,136
-117.022197,32.674217,NA
-117.038952,32.784065,NA
-116.969792,32.929792,NA
-120.83009,35.53595,NA
-111.806026,33.7928,NA
-111.932166,33.439106,6
-118.16392,34.09859,NA
-121.812856,37.528528,NA
-119.958614,37.494417,8
-121.769508,37.865362,6
-117.291993,33.974881,529
-117.109686,33.0858,NA
-119.623993,34.45821,NA
-120.639075,35.136883,5
-117.82,33.799999,90
-117.755003,33.824217,4
-118.934456,34.046947,105
-118.269444,33.73361,7
-117.344178,33.59945,110
-119.184472,34.965905,69
-97.789942,30.41803,245
-112.085303,33.918506,65
-117.781944,33.654864,65
-117.098821,34.041798,NA
-112.862427,33.481165,5
-116.89983,33.98076,5
-117.00744,34.10153,5
-117.68008,33.75958,NA
-117.082615,32.825913,NA
-118.06091,33.711101,4
-117.938169,33.663398,194
-99.023098,29.988709,NA
-116.996249,32.759881,16
-118.307349,34.113319,65
-116.854591,32.831393,15
-117.593588,33.631772,NA
-97.591498,30.534325,357
-116.668013,32.746975,4
-117.052314,33.170263,5
-98.077233,29.6526,NA
-98.615967,29.507607,NA
-98.055639,30.009352,12
-117.100108,33.100146,110
-117.834153,33.927095,6
-117.812829,33.874487,31
-97.729034,30.500684,15
-98.445702,29.692167,8
-116.799057,32.745941,5
-117.065086,33.959259,75
-117.324775,34.186838,63
-119.64509,34.46119,NA
-117.023125,33.017075,12
-117.740622,33.795313,4
-98.571571,29.259983,4
-117.795197,33.834789,4
-98.226857,29.74131,12
-117.59334,33.63348,NA
-116.65428,32.744717,NA
-117.24633,32.869647,12
-117.290917,34.040447,35
-97.849337,30.540171,244
-98.734433,29.785286,9
-98.123931,30.363928,NA
-117.279717,33.166517,5
-98.456634,29.56061,223
-117.217628,33.086678,4
-117.94416,33.66159,NA
-98.235094,29.546091,4
-117.205975,34.032125,NA
-117.253312,32.95175,NA
-116.65815,32.745403,NA
-116.928261,32.608222,NA
-98.208782,29.912198,180
-98.159269,29.658913,NA
-97.665458,30.651962,5
-117.078873,32.822937,NA
-97.785206,31.784314,NA
-117.15988,33.077267,4
-117.140625,32.737992,5
-116.817619,32.702721,NA
-116.752515,32.817435,46
-117.212053,33.100722,4
-121.8366,36.625688,89
-119.699098,34.476118,3
-117.20208,33.110858,9
-119.702739,34.474294,9
-116.981553,32.951023,4
-117.937517,34.155025,4
-118.011655,34.159086,104
-118.911182,34.065872,22
-121.759477,37.867782,12
-119.699532,34.476035,3
-117.707582,33.927624,14
-121.761047,37.867808,5
-121.772195,36.249572,3
-119.704844,34.472192,5
-122.562231,38.019898,5
-119.702461,34.473929,3
-117.688827,33.735743,NA
-98.351651,29.687617,7
-117.13046,32.79999,8
-119.699617,34.477767,5
-119.711533,34.465511,5
-121.932864,37.912618,128
-119.706612,34.470621,100
-98.289063,29.870536,5
-119.701948,34.473171,3
-118.667213,34.207505,5
-98.726315,29.52653,188
-97.727403,30.500362,NA
-119.702408,34.472643,9
-117.282037,33.075017,3
-97.773675,30.273203,4
-116.806122,32.754414,5
-119.706243,34.470767,6
-117.643937,33.674542,5
-106.458528,31.833862,4
-119.71371,34.472015,7
-119.706704,34.473268,65
-119.699288,34.476081,8
-119.711681,34.473125,6
-119.708609,34.472734,3
-117.731365,33.858967,233
-98.267226,30.333926,NA
-119.702988,34.472396,4
-119.699086,34.476186,9
-117.626962,33.752822,5
-117.805044,33.6219,61
-100.320658,29.850412,6
-117.265815,33.953075,421
-117.565493,33.555602,588
-119.699897,34.477831,9
-117.153542,33.098306,3
-122.508653,38.44548,4
-117.13793,34.08928,NA
-119.705962,34.474476,4
-117.004006,33.0186,NA
-117.94711,33.899362,5
-119.712727,34.47205,7
-119.707208,34.471387,3
-119.705316,34.474408,30
-119.71157,34.472495,7
-117.58318,33.748548,116
-117.191055,33.091508,3
-119.708446,34.472955,3
-119.707534,34.468433,8
-117.87768,34.028205,5
-116.967408,32.979417,4
-119.71422,34.4722,3
-101.974335,31.690044,84
-118.409662,34.123403,30
-98.034213,30.058516,5
-117.136218,32.975171,NA
-117.7016,33.757623,8
-117.704899,33.544754,123
-118.055177,33.708835,122
-118.062059,34.172981,22
-97.700508,30.289858,5
-112.186928,33.575548,NA
-116.705472,32.716348,668
-98.107742,28.973369,116
-117.814474,34.009267,219
-122.51629,38.437189,194
-98.695755,29.556702,65
-117.165283,33.570298,5
-118.386143,34.264088,4
-116.999122,32.933512,4
-120.827105,36.534178,NA
-118.059082,33.711399,65
-98.484858,29.874031,NA
-98.351759,29.687515,5
-101.545905,31.188482,3
-100.276448,29.970319,8
-116.997419,33.179876,5
-117.204114,33.1139,4
-117.212547,33.102542,4
-97.70755,30.405937,6
